NAME,TotalPop,White_NonHisp,Black,Asian,Hispanic,MedianIncome,BelowPoverty,BachelorsOrHigher,Male_Under18,Female_Under18,Male_18_34,Female_18_34,Male_35_64,Female_35_64,Male_65plus,Female_65plus,LaborForce,Unemployed,NoHealthInsurance,MedianRent,STATE,COUNTY,TRACT,TRACT_FIPS,Age_Under18,Age_18_34,Age_35_64,Age_65plus,Pct_Black,Pct_Hispanic,Pct_Asian,Pct_WhiteNonHisp,Pct_BelowPoverty,Pct_BachelorsPlus,Pct_Unemployed,Pct_Uninsured
Census Tract 8237.05; Cook County; Illinois,4670,3542,225,73,611,80339,433,560,72,24,35,30,148,101,30,37,2328,35,132,1112,17,31,823705,17031823705,96,65,249,67,4.817987152034261,13.083511777301926,1.563169164882227,75.8458244111349,9.271948608137045,11.991434689507495,1.5034364261168385,2.8265524625267666
Census Tract 8238.01; Cook County; Illinois,5422,4206,70,537,313,121063,306,1143,26,66,10,28,32,42,146,208,2549,105,0,2185,17,31,823801,17031823801,92,38,74,354,1.2910365178900773,5.772777572851346,9.904094430099594,77.57285134636666,5.643673921062339,21.080781999262264,4.119262455865045,0.0
Census Tract 8238.03; Cook County; Illinois,7458,6309,215,143,791,93951,860,780,137,40,12,0,19,92,124,90,3474,121,204,1606,17,31,823803,17031823803,177,12,111,214,2.8828104049342986,10.606060606060606,1.9174041297935103,84.59372485921158,11.531241619737195,10.458567980691875,3.4830166954519286,2.7353177795655674
Census Tract 8238.05; Cook County; Illinois,3004,2461,65,125,316,70938,89,528,77,0,37,9,55,53,68,19,1770,46,8,1606,17,31,823805,17031823805,77,46,108,87,2.1637816245006656,10.51930758988016,4.161118508655127,81.92410119840213,2.96271637816245,17.576564580559253,2.598870056497175,0.2663115845539281
Census Tract 8238.06; Cook County; Illinois,4004,2923,149,225,560,63843,509,572,42,52,33,21,81,56,5,111,2062,254,27,1115,17,31,823806,17031823806,94,54,137,116,3.7212787212787215,13.986013986013987,5.619380619380619,73.001998001998,12.712287712287711,14.285714285714285,12.318137730358874,0.6743256743256743
Census Tract 8239.01; Cook County; Illinois,3979,3300,236,31,280,118778,164,621,32,79,19,38,11,0,109,92,1777,36,83,-666666666,17,31,823901,17031823901,111,57,11,201,5.931138477004272,7.036943955767781,0.77909022367429,82.93541090726313,4.121638602663986,15.606936416184972,2.0258863252673045,2.0859512440311634
Census Tract 8239.03; Cook County; Illinois,4508,4085,57,0,317,133654,145,815,65,161,53,82,33,51,69,31,1833,71,8,2404,17,31,823903,17031823903,226,135,84,100,1.264418811002662,7.031943212067436,0.0,90.61668145519077,3.2165039929015085,18.07897071872227,3.873431533006001,0.1774622892635315
Census Tract 8239.04; Cook County; Illinois,3849,3437,13,0,322,105500,255,615,82,137,0,7,16,4,22,112,1727,56,0,1783,17,31,823904,17031823904,219,7,20,134,0.33775006495193555,8.365809301117173,0.0,89.29592101844635,6.625097427903351,15.97817614964926,3.242617255356109,0.0
Census Tract 8240.03; Cook County; Illinois,6074,5148,22,31,747,110645,86,1053,118,112,143,0,24,93,82,168,2991,158,18,1085,17,31,824003,17031824003,230,143,117,250,0.36219953901876856,12.298320711228186,0.5103720777082648,84.75469213039183,1.415870925255186,17.336187026671055,5.2825142092945505,0.29634507737899246
Census Tract 8240.04; Cook County; Illinois,4846,4003,106,246,487,104842,403,775,309,148,34,41,110,79,45,32,2183,54,0,728,17,31,824004,17031824004,457,75,189,77,2.1873710276516714,10.049525381758151,5.076351630210483,82.60420965744945,8.316137020222865,15.992571192736277,2.4736601007787447,0.0
Census Tract 8240.05; Cook County; Illinois,5651,5006,0,106,467,146206,162,1060,117,122,95,70,19,91,52,154,3263,217,17,2199,17,31,824005,17031824005,239,165,110,206,0.0,8.264024066536896,1.8757741992567685,88.58609095735268,2.8667492479207217,18.757741992567688,6.65032178976402,0.3008317112015573
Census Tract 8240.06; Cook County; Illinois,5866,4894,171,93,547,151643,151,1193,149,229,26,117,68,43,46,74,2671,87,0,2152,17,31,824006,17031824006,378,143,111,120,2.9151039890896695,9.324923286737128,1.5854074326628025,83.42993521991136,2.5741561541084215,20.337538356631434,3.257207038562336,0.0
Census Tract 8241.05; Cook County; Illinois,7101,5225,103,700,911,107027,217,1222,128,247,67,53,90,98,168,179,3747,43,0,1406,17,31,824105,17031824105,375,120,188,347,1.4504999295873822,12.829178988874807,9.857766511758907,73.58118574848613,3.055907618645261,17.208843824813407,1.14758473445423,0.0
Census Tract 8241.06; Cook County; Illinois,6564,5579,232,200,525,99211,884,1063,225,158,76,73,30,54,128,145,3245,221,53,1392,17,31,824106,17031824106,383,149,84,273,3.534430225472273,7.998171846435101,3.0469226081657528,84.99390615478367,13.467397928092625,16.194393662400973,6.810477657935285,0.8074344911639244
Census Tract 8241.07; Cook County; Illinois,7550,5086,359,51,2039,90781,661,1575,309,361,0,39,127,73,104,98,3546,229,19,1637,17,31,824107,17031824107,670,39,200,202,4.754966887417218,27.006622516556288,0.6754966887417219,67.36423841059602,8.754966887417218,20.86092715231788,6.457980823463057,0.25165562913907286
Census Tract 8241.13; Cook County; Illinois,6554,5231,179,309,453,123026,131,1480,150,38,42,55,49,170,244,201,3638,164,26,-666666666,17,31,824113,17031824113,188,97,219,445,2.731156545620995,6.911809581934697,4.714678059200488,79.81385413487946,1.9987793713762587,22.581629539212695,4.507971412864211,0.3967043027158987
Census Tract 8241.14; Cook County; Illinois,5330,4211,70,790,200,138870,342,1315,75,220,80,43,133,67,59,142,2830,92,0,2859,17,31,824114,17031824114,295,123,200,201,1.3133208255159476,3.75234521575985,14.821763602251407,79.00562851782365,6.416510318949344,24.671669793621014,3.2508833922261484,0.0
Census Tract 8241.15; Cook County; Illinois,3966,3380,78,266,201,76071,201,800,158,139,29,14,11,28,65,59,1881,48,0,1387,17,31,824115,17031824115,297,43,39,124,1.9667170953101363,5.068078668683813,6.70700958144226,85.22440746343923,5.068078668683813,20.17145738779627,2.5518341307814993,0.0
Census Tract 8241.16; Cook County; Illinois,5141,3684,230,439,754,81232,429,800,197,260,99,29,68,115,167,55,2912,187,0,1393,17,31,824116,17031824116,457,128,183,222,4.473837774751994,14.666407313752188,8.539194709200544,71.65921027037541,8.344680023341763,15.561174868702587,6.421703296703296,0.0
Census Tract 8241.19; Cook County; Illinois,5322,4495,322,154,312,109137,112,1358,0,0,149,89,60,110,49,81,2887,104,0,-666666666,17,31,824119,17031824119,0,238,170,130,6.050357008643367,5.862457722660654,2.8936490041337843,84.46072904922961,2.1044720030063884,25.51672303645246,3.602355386214063,0.0
Census Tract 8241.21; Cook County; Illinois,3196,2449,37,0,455,93277,227,562,51,68,11,69,39,103,64,77,1650,102,0,2647,17,31,824121,17031824121,119,80,142,141,1.1576971214017522,14.236545682102628,0.0,76.6270337922403,7.102628285356697,17.584480600750936,6.181818181818182,0.0
Census Tract 8241.22; Cook County; Illinois,5805,4766,199,154,550,144738,230,964,127,51,55,58,31,13,102,146,2972,83,0,-666666666,17,31,824122,17031824122,178,113,44,248,3.4280792420327306,9.474590869939707,2.652885443583118,82.10163652024117,3.962101636520241,16.606373815676143,2.7927321668909824,0.0
Census Tract 8241.23; Cook County; Illinois,7695,5410,629,387,1007,96599,120,934,413,202,43,80,359,67,61,61,4162,315,85,-666666666,17,31,824123,17031824123,615,123,426,122,8.174139051332034,13.086419753086421,5.029239766081871,70.30539311241066,1.5594541910331383,12.137751786874594,7.568476693897165,1.1046133853151396
Census Tract 8241.24; Cook County; Illinois,3007,1648,676,255,272,79688,406,495,37,102,18,10,23,33,1,1,1660,104,36,1299,17,31,824124,17031824124,139,28,56,2,22.480877951446622,9.045560359161955,8.480212836714333,54.805453940804796,13.501829065513801,16.461589624210177,6.265060240963856,1.1972065181243765
Census Tract 8241.25; Cook County; Illinois,4357,3554,59,47,697,123277,57,765,188,86,67,0,103,114,19,84,2586,117,28,2470,17,31,824125,17031824125,274,67,217,103,1.3541427587789763,15.997245811338075,1.078723892586642,81.56988753729631,1.3082396144135873,17.557952719761303,4.524361948955916,0.6426440211154464
Census Tract 8241.26; Cook County; Illinois,5451,4662,89,418,180,173056,485,1130,61,111,19,24,70,52,64,70,3335,160,41,-666666666,17,31,824126,17031824126,172,43,122,134,1.6327279398275545,3.3021463951568517,7.6683177398642455,85.52559163456247,8.89745000917263,20.730141258484682,4.7976011994003,0.7521555677857273
Census Tract 8241.27; Cook County; Illinois,3812,3405,95,64,187,117574,185,659,167,138,37,12,31,90,80,43,1969,129,0,-666666666,17,31,824127,17031824127,305,49,121,123,2.492130115424974,4.905561385099685,1.6789087093389297,89.32318992654774,4.853095487932844,17.287513116474294,6.551549009649568,0.0
Census Tract 8241.28; Cook County; Illinois,4285,3621,250,212,114,94667,289,879,83,116,23,144,63,83,128,92,2104,97,0,-666666666,17,31,824128,17031824128,199,167,146,220,5.834305717619603,2.660443407234539,4.947491248541423,84.50408401400233,6.744457409568261,20.513418903150523,4.610266159695818,0.0
Census Tract 8241.29; Cook County; Illinois,4190,3545,168,155,269,107774,82,698,103,16,101,0,85,51,57,66,2035,131,0,2571,17,31,824129,17031824129,119,101,136,123,4.009546539379475,6.420047732696897,3.699284009546539,84.60620525059666,1.9570405727923628,16.65871121718377,6.437346437346438,0.0
Census Tract 8243; Cook County; Illinois,5120,220,4713,26,85,37202,1455,370,81,304,109,0,115,381,11,12,1914,399,36,969,17,31,824300,17031824300,385,109,496,23,92.05078125,1.66015625,0.5078125,4.296875,28.41796875,7.2265625,20.846394984326018,0.703125
Census Tract 8244; Cook County; Illinois,1974,960,499,16,469,50357,188,268,32,42,7,43,10,78,108,36,735,36,11,1320,17,31,824400,17031824400,74,50,88,144,25.278622087132725,23.75886524822695,0.8105369807497468,48.632218844984806,9.523809523809524,13.576494427558258,4.8979591836734695,0.5572441742654508
Census Tract 8245.03; Cook County; Illinois,6103,4606,610,105,648,85294,398,1064,66,25,16,21,68,58,150,134,3094,168,78,1352,17,31,824503,17031824503,91,37,126,284,9.995084384728822,10.617728985744716,1.7204653449123382,75.47107979682124,6.5213829264296255,17.434048828445025,5.429864253393665,1.2780599705063085
Census Tract 8245.05; Cook County; Illinois,6124,3826,336,656,1059,74205,252,990,173,127,119,48,37,56,142,110,3491,127,34,1291,17,31,824505,17031824505,300,167,93,252,5.486610058785107,17.292619203135207,10.711952971913782,62.47550620509471,4.11495754408883,16.165904637491835,3.6379260956745916,0.5551926845199217
Census Tract 8245.07; Cook County; Illinois,3740,3023,270,81,271,84504,229,544,95,62,15,0,44,32,26,14,1983,40,0,1333,17,31,824507,17031824507,157,15,76,40,7.219251336898395,7.245989304812834,2.1657754010695185,80.8288770053476,6.122994652406417,14.545454545454545,2.0171457387796266,0.0
Census Tract 8245.08; Cook County; Illinois,3310,2655,184,44,337,70703,400,651,154,88,22,8,63,23,25,49,1657,149,11,1204,17,31,824508,17031824508,242,30,86,74,5.5589123867069485,10.181268882175226,1.3293051359516617,80.21148036253777,12.084592145015106,19.667673716012086,8.992154496077248,0.3323262839879154
Census Tract 8245.09; Cook County; Illinois,4856,4022,257,162,399,119799,191,786,181,158,40,64,49,16,22,36,2366,96,0,1186,17,31,824509,17031824509,339,104,65,58,5.292421746293245,8.2166392092257,3.3360790774299836,82.82537067545304,3.9332784184514002,16.186161449752884,4.057480980557903,0.0
Census Tract 8246.01; Cook County; Illinois,4196,3087,140,55,752,89036,193,437,127,196,106,0,35,73,40,82,2297,103,0,1623,17,31,824601,17031824601,323,106,108,122,3.336510962821735,17.921830314585318,1.3107721639656815,73.57006673021925,4.599618684461391,10.414680648236416,4.484109708315194,0.0
Census Tract 8246.02; Cook County; Illinois,6739,3929,641,215,1577,79637,106,763,290,40,80,65,182,91,22,86,3706,164,113,1368,17,31,824602,17031824602,330,145,273,108,9.511797002522629,23.4010980857694,3.1903843300192904,58.30241875649206,1.5729336696839296,11.32215462234753,4.425256341068538,1.6768066478706039
Census Tract 8247.01; Cook County; Illinois,3456,1853,292,50,1038,48869,610,280,133,59,12,68,32,97,46,11,1692,183,0,1335,17,31,824701,17031824701,192,80,129,57,8.449074074074074,30.03472222222222,1.4467592592592593,53.61689814814815,17.650462962962962,8.101851851851851,10.815602836879433,0.0
Census Tract 8247.02; Cook County; Illinois,5576,1979,664,217,2273,61549,797,419,67,177,24,87,84,125,208,77,2842,50,217,988,17,31,824702,17031824702,244,111,209,285,11.908177905308465,40.763988522238165,3.8916786226685796,35.49139167862267,14.293400286944047,7.514347202295553,1.7593244194229414,3.8916786226685796
Census Tract 8248; Cook County; Illinois,6868,958,1452,14,4350,71313,636,439,217,49,272,99,85,73,37,31,3690,326,94,1396,17,31,824800,17031824800,266,371,158,68,21.141525917297614,63.33721607454863,0.20384391380314504,13.948747815958065,9.26033779848573,6.391962725684333,8.83468834688347,1.3686662783925452
Census Tract 8249; Cook County; Illinois,2963,740,1481,0,707,70000,455,169,165,113,25,0,64,0,29,117,1284,48,0,1329,17,31,824900,17031824900,278,25,64,146,49.983125210934865,23.86095173810327,0.0,24.974687816402295,15.356058049274385,5.7036787040162,3.7383177570093453,0.0
Census Tract 8250; Cook County; Illinois,4450,2244,663,426,877,80875,182,739,98,78,69,49,94,81,51,52,2689,131,50,1175,17,31,825000,17031825000,176,118,175,103,14.898876404494382,19.707865168539325,9.573033707865168,50.426966292134836,4.089887640449438,16.60674157303371,4.871699516548903,1.1235955056179776
Census Tract 8252; Cook County; Illinois,1754,770,281,141,501,75170,245,143,36,31,32,34,0,18,5,27,1039,89,86,2041,17,31,825200,17031825200,67,66,18,32,16.020524515393387,28.56328392246294,8.038768529076396,43.899657924743444,13.968072976054732,8.152793614595211,8.565928777670837,4.903078677309008
Census Tract 8253.02; Cook County; Illinois,5101,3819,177,143,812,103010,337,599,87,128,38,127,46,32,40,112,2892,217,17,1193,17,31,825302,17031825302,215,165,78,152,3.4699078612036853,15.918447363262105,2.8033718878651244,74.86767300529308,6.60654773573809,11.742795530288179,7.503457814661134,0.33326798666928054
Census Tract 8253.03; Cook County; Illinois,3899,2797,291,0,746,82768,385,545,155,113,33,10,62,81,54,30,2099,124,92,1435,17,31,825303,17031825303,268,43,143,84,7.463452167222365,19.13311105411644,0.0,71.73634265196203,9.874326750448834,13.977943062323671,5.907575035731301,2.3595793793280326
Census Tract 8253.04; Cook County; Illinois,4172,3556,14,132,435,94961,351,634,35,66,30,142,176,33,40,100,2308,123,40,1243,17,31,825304,17031825304,101,172,209,140,0.33557046979865773,10.426653883029722,3.1639501438159154,85.23489932885906,8.413231064237776,15.196548418024927,5.329289428076256,0.9587727708533078
Census Tract 8254; Cook County; Illinois,5643,3475,267,335,1300,94743,412,773,108,252,39,32,34,42,48,15,3193,159,0,1380,17,31,825400,17031825400,360,71,76,63,4.731525784157363,23.03739145844409,5.9365585681375155,61.58071947545631,7.301080985291511,13.69838738259791,4.979642968994676,0.0
Census Tract 8255.01; Cook County; Illinois,5041,312,4547,53,129,68245,618,480,57,102,29,45,192,88,22,19,2634,214,18,1487,17,31,825501,17031825501,159,74,280,41,90.20035707200952,2.5590160682404286,1.0513786947034318,6.189248165046618,12.259472326919262,9.521920253917873,8.124525436598331,0.35707200952192025
Census Tract 8255.03; Cook County; Illinois,6836,755,5660,85,101,74196,1256,656,24,44,54,0,63,88,108,146,3196,475,22,1667,17,31,825503,17031825503,68,54,151,254,82.79695728496196,1.4774722059684025,1.243417203042715,11.044470450555881,18.37331772966647,9.596255119953188,14.86232790988736,0.32182562902282036
Census Tract 8255.04; Cook County; Illinois,3731,166,3282,0,231,66369,1017,306,0,100,27,97,123,32,56,15,1812,196,0,1376,17,31,825504,17031825504,100,124,155,71,87.96569284374162,6.191369606003752,0.0,4.449209327258108,27.258107745912625,8.201554543017957,10.816777041942604,0.0
Census Tract 8255.05; Cook County; Illinois,5310,309,4536,40,373,76682,554,670,192,30,104,218,111,229,105,70,2392,184,46,2381,17,31,825505,17031825505,222,322,340,175,85.42372881355932,7.024482109227873,0.7532956685499058,5.8192090395480225,10.433145009416195,12.617702448210924,7.6923076923076925,0.8662900188323917
Census Tract 8256; Cook County; Illinois,5340,590,3740,34,855,56563,1131,642,367,109,49,209,78,103,0,0,2571,387,19,1645,17,31,825600,17031825600,476,258,181,0,70.0374531835206,16.01123595505618,0.6367041198501873,11.04868913857678,21.179775280898877,12.022471910112358,15.052508751458577,0.35580524344569286
Census Tract 8257; Cook County; Illinois,3978,422,2410,10,1120,55708,510,185,117,65,30,6,13,60,58,55,1874,186,36,1183,17,31,825700,17031825700,182,36,73,113,60.58320764203117,28.15485168426345,0.2513826043237808,10.60834590246355,12.82051282051282,4.650578179989945,9.925293489861259,0.904977375565611
Census Tract 8258.01; Cook County; Illinois,3349,99,2770,0,53,41786,1343,287,173,9,63,76,65,18,0,0,1421,231,0,1201,17,31,825801,17031825801,182,139,83,0,82.71125709166915,1.58256195879367,0.0,2.9561063003881753,40.10152284263959,8.56972230516572,16.25615763546798,0.0
Census Tract 8258.02; Cook County; Illinois,6704,102,5771,40,791,67813,1170,697,92,230,120,56,16,289,50,13,3165,157,0,1435,17,31,825802,17031825802,322,176,305,63,86.08293556085918,11.79892601431981,0.5966587112171837,1.5214797136038187,17.452267303102627,10.396778042959427,4.960505529225909,0.0
Census Tract 8258.03; Cook County; Illinois,5732,238,4813,0,382,65336,623,772,184,345,65,136,119,58,41,27,3469,266,0,815,17,31,825803,17031825803,529,201,177,68,83.9672016748081,6.66434054431263,0.0,4.152128401953943,10.86880669923238,13.46824842986741,7.667915825886423,0.0
Census Tract 8259; Cook County; Illinois,3141,224,1581,0,1329,49241,1072,195,189,37,0,51,68,21,39,0,1540,259,59,1544,17,31,825900,17031825900,226,51,89,39,50.33428844317096,42.311365807067816,0.0,7.131486787647246,34.12925819802611,6.208213944603629,16.818181818181817,1.8783826806749442
Census Tract 8260; Cook County; Illinois,2812,323,1418,0,970,65104,897,155,36,46,48,32,36,26,5,0,1121,226,71,1011,17,31,826000,17031826000,82,80,62,5,50.42674253200568,34.4950213371266,0.0,11.486486486486488,31.89900426742532,5.512091038406828,20.16057091882248,2.5248933143669987
Census Tract 8261; Cook County; Illinois,5066,482,3743,0,735,51296,1093,386,103,45,226,33,88,112,30,35,2858,154,117,1220,17,31,826100,17031826100,148,259,200,65,73.88472167390447,14.508487958941965,0.0,9.514409790761942,21.5752072641137,7.619423608369523,5.388383484954513,2.3095144097907623
Census Tract 8262.01; Cook County; Illinois,3807,219,3193,0,310,42798,1015,602,69,75,0,0,128,0,41,24,1516,160,0,1032,17,31,826201,17031826201,144,0,128,65,83.87181507748883,8.142894667717362,0.0,5.752561071710008,26.661413186235883,15.81297609666404,10.554089709762533,0.0
Census Tract 8262.02; Cook County; Illinois,5895,986,3632,15,1148,56295,1416,300,444,102,0,148,107,302,30,146,2721,305,0,1570,17,31,826202,17031826202,546,148,409,176,61.61153519932145,19.474130619168786,0.2544529262086514,16.72603901611535,24.020356234096692,5.089058524173027,11.209114296214628,0.0
Census Tract 8263.01; Cook County; Illinois,4164,76,3703,18,189,68699,495,266,143,117,102,40,167,106,160,78,2281,322,228,1494,17,31,826301,17031826301,260,142,273,238,88.92891450528339,4.538904899135447,0.43227665706051877,1.8251681075888568,11.887608069164266,6.388088376560999,14.116615519508988,5.475504322766571
Census Tract 8263.03; Cook County; Illinois,3456,84,3305,0,55,84508,259,342,78,76,0,25,88,125,73,17,1602,150,69,2118,17,31,826303,17031826303,154,25,213,90,95.63078703703704,1.5914351851851853,0.0,2.430555555555556,7.494212962962964,9.895833333333332,9.363295880149813,1.9965277777777777
Census Tract 8263.04; Cook County; Illinois,2885,200,2357,0,1,57386,478,454,192,55,0,36,59,8,46,65,1186,101,15,1220,17,31,826304,17031826304,247,36,67,111,81.69844020797227,0.03466204506065858,0.0,6.932409012131716,16.568457538994803,15.736568457538993,8.51602023608769,0.5199306759098787
Census Tract 8264.01; Cook County; Illinois,3200,75,3053,0,44,46967,757,226,248,69,18,64,23,72,13,39,1587,267,203,1774,17,31,826401,17031826401,317,82,95,52,95.40625,1.375,0.0,2.34375,23.65625,7.062499999999999,16.824196597353495,6.343749999999999
Census Tract 8264.02; Cook County; Illinois,4993,196,4481,21,101,53407,1022,603,195,97,70,64,44,50,175,29,2126,178,99,1543,17,31,826402,17031826402,292,134,94,204,89.74564390146205,2.022831964750651,0.4205888243540957,3.9254956939715604,20.468656118565992,12.076907670739034,8.372530573847602,1.982775886240737
Census Tract 8265; Cook County; Illinois,5487,292,4973,23,103,58496,1359,449,240,37,181,60,48,148,0,126,2764,287,15,1249,17,31,826500,17031826500,277,241,196,126,90.63240386367778,1.8771642063058136,0.4191725897576089,5.321669400400948,24.767632586112633,8.1829779478768,10.383502170767004,0.2733734281027884
Census Tract 8266; Cook County; Illinois,4735,31,4054,0,650,48058,1557,384,471,143,57,77,12,34,29,152,1819,129,46,1223,17,31,826600,17031826600,614,134,46,181,85.61774023231257,13.727560718057022,0.0,0.6546990496304118,32.88278775079198,8.109820485744457,7.091808686091258,0.9714889123548046
Census Tract 8267; Cook County; Illinois,4343,285,3903,12,5,46563,1414,212,357,85,40,0,111,62,129,89,2195,441,68,1155,17,31,826700,17031826700,442,40,173,218,89.8687543172922,0.11512779184895235,0.2763067004374856,6.562284135390284,32.55813953488372,4.881418374395579,20.091116173120728,1.5657379691457518
Census Tract 8268; Cook County; Illinois,5159,474,1676,0,2835,60489,1320,144,242,191,69,98,44,107,37,63,2768,176,110,1164,17,31,826800,17031826800,433,167,151,100,32.48691606900562,54.95251017639078,0.0,9.187827098274859,25.5863539445629,2.7912386121341344,6.358381502890173,2.1321961620469083
Census Tract 8269.01; Cook County; Illinois,1675,85,1302,0,204,19522,853,89,37,127,18,6,25,30,11,0,678,92,0,699,17,31,826901,17031826901,164,24,55,11,77.73134328358209,12.17910447761194,0.0,5.074626865671641,50.92537313432835,5.313432835820896,13.569321533923304,0.0
Census Tract 8269.02; Cook County; Illinois,1375,5,931,0,439,41595,443,47,38,0,43,0,11,0,4,0,492,131,0,962,17,31,826902,17031826902,38,43,11,4,67.7090909090909,31.927272727272726,0.0,0.36363636363636365,32.21818181818182,3.418181818181818,26.6260162601626,0.0
Census Tract 8270; Cook County; Illinois,3304,6,2909,0,256,55490,669,182,77,14,141,87,59,28,60,45,1596,132,24,1172,17,31,827000,17031827000,91,228,87,105,88.04479418886199,7.74818401937046,0.0,0.18159806295399517,20.24818401937046,5.508474576271186,8.270676691729323,0.7263922518159807
Census Tract 8271; Cook County; Illinois,1829,19,1417,127,216,27379,493,158,22,8,10,0,0,28,24,15,835,77,36,941,17,31,827100,17031827100,30,10,28,39,77.47402952433023,11.80973209404046,6.943685073810825,1.038819026790596,26.95462001093494,8.638600328048113,9.221556886227544,1.9682886823400765
Census Tract 8272; Cook County; Illinois,3215,124,1997,0,1069,57311,323,143,47,9,29,22,107,53,13,36,1617,275,23,1391,17,31,827200,17031827200,56,51,160,49,62.11508553654743,33.25038880248833,0.0,3.8569206842923793,10.046656298600311,4.447900466562986,17.006802721088434,0.7153965785381027
Census Tract 8273; Cook County; Illinois,2520,106,1541,323,301,27964,881,148,66,59,78,72,65,65,6,5,891,96,10,634,17,31,827300,17031827300,125,150,130,11,61.15079365079366,11.944444444444445,12.817460317460316,4.2063492063492065,34.960317460317455,5.873015873015873,10.774410774410773,0.3968253968253968
Census Tract 8274; Cook County; Illinois,2935,62,1882,5,978,34492,555,207,16,80,7,21,74,248,9,15,1273,61,0,-666666666,17,31,827400,17031827400,96,28,322,24,64.12265758091993,33.321976149914825,0.17035775127768313,2.1124361158432707,18.909710391822827,7.0528109028960815,4.791830322073841,0.0
Census Tract 8275; Cook County; Illinois,4321,297,1497,0,2496,61165,729,44,38,71,29,43,84,297,43,49,2325,376,9,1104,17,31,827500,17031827500,109,72,381,92,34.644758157833834,57.76440638741032,0.0,6.873408933117334,16.871094654015273,1.0182828049062718,16.172043010752688,0.20828511918537373
Census Tract 8276; Cook County; Illinois,2807,8,2336,0,287,45064,589,102,85,52,15,30,122,0,0,61,1180,102,0,1854,17,31,827600,17031827600,137,45,122,61,83.2205201282508,10.224438902743142,0.0,0.28500178126113285,20.98325614535091,3.633772711079444,8.64406779661017,0.0
Census Tract 8277; Cook County; Illinois,2549,177,1836,1,528,56372,660,133,38,137,83,32,47,74,33,47,1343,204,13,1239,17,31,827700,17031827700,175,115,121,80,72.02824637112593,20.71400549234994,0.03923107100823853,6.943899568458218,25.892506865437426,5.217732444095724,15.18987341772152,0.5100039231071009
Census Tract 8278.01; Cook County; Illinois,4845,1166,3133,109,338,86956,864,625,106,111,49,54,123,17,78,71,2544,237,43,1268,17,31,827801,17031827801,217,103,140,149,64.66460268317853,6.97626418988648,2.2497420020639836,24.066047471620227,17.8328173374613,12.899896800825594,9.316037735849056,0.8875128998968008
Census Tract 8278.02; Cook County; Illinois,3258,185,2415,6,583,81563,365,221,47,166,78,64,132,180,36,73,1614,105,0,1750,17,31,827802,17031827802,213,142,312,109,74.12523020257828,17.89441375076734,0.1841620626151013,5.6783302639656235,11.203192142418663,6.78330263965623,6.5055762081784385,0.0
Census Tract 8278.04; Cook County; Illinois,2993,327,1851,0,529,76010,324,280,172,85,72,46,19,62,17,101,1439,60,12,1875,17,31,827804,17031827804,257,118,81,118,61.8443033745406,17.674574006014034,0.0,10.925492816572001,10.825258937520882,9.355162044771133,4.169562195969423,0.4009355162044771
Census Tract 8278.05; Cook County; Illinois,2541,222,2156,0,43,97361,436,347,93,57,18,20,13,67,32,63,1344,183,0,2375,17,31,827805,17031827805,150,38,80,95,84.84848484848484,1.6922471467926012,0.0,8.736717827626919,17.158598976780794,13.656040928768201,13.616071428571427,0.0
Census Tract 8279.01; Cook County; Illinois,2224,211,1804,124,54,131974,120,356,25,55,2,48,28,18,12,24,1063,91,0,3501,17,31,827901,17031827901,80,50,46,36,81.11510791366906,2.4280575539568345,5.575539568345324,9.487410071942447,5.39568345323741,16.007194244604317,8.560677328316087,0.0
Census Tract 8279.02; Cook County; Illinois,4183,615,2175,528,754,61862,666,265,95,113,65,26,65,31,25,6,1922,187,0,1315,17,31,827902,17031827902,208,91,96,31,51.99617499402343,18.02534066459479,12.622519722687068,14.702366722448005,15.921587377480279,6.335166148697108,9.729448491155047,0.0
Census Tract 8280; Cook County; Illinois,5072,1409,2121,50,1092,67939,306,718,118,56,52,104,38,13,63,27,2820,319,201,1171,17,31,828000,17031828000,174,156,51,90,41.81782334384858,21.529968454258675,0.9858044164037855,27.779968454258675,6.033123028391167,14.15615141955836,11.312056737588652,3.962933753943218
Census Tract 8281; Cook County; Illinois,5051,1653,2354,12,1019,64782,1223,544,95,113,83,0,82,41,50,92,2602,420,131,1984,17,31,828100,17031828100,208,83,123,142,46.60463274599089,20.174222926153238,0.2375767174816868,32.72619283310236,24.213027123341913,10.770144525836468,16.14142966948501,2.593545832508414
Census Tract 8282.01; Cook County; Illinois,3752,758,2263,0,550,63778,386,398,68,98,49,51,111,54,52,76,2116,157,16,1129,17,31,828201,17031828201,166,100,165,128,60.314498933901916,14.658848614072495,0.0,20.202558635394457,10.287846481876333,10.607675906183369,7.4196597353497165,0.42643923240938164
Census Tract 8282.02; Cook County; Illinois,5368,1435,3110,53,558,59464,1236,556,59,219,43,32,93,15,32,22,2653,183,233,1099,17,31,828202,17031828202,278,75,108,54,57.93591654247392,10.394932935916543,0.9873323397913562,26.732488822652755,23.025335320417287,10.357675111773473,6.897851488880513,4.3405365126676605
Census Tract 8283; Cook County; Illinois,2949,943,1587,14,380,55069,356,631,86,37,31,0,43,27,65,66,1548,269,0,1066,17,31,828300,17031828300,123,31,70,131,53.81485249237029,12.885723974228553,0.47473719905052564,31.976941336046117,12.071888775856223,21.39708375720583,17.377260981912144,0.0
