NAME,TotalPop,White_NonHisp,Black,Asian,Hispanic,MedianIncome,BelowPoverty,BachelorsOrHigher,Male_Under18,Female_Under18,Male_18_34,Female_18_34,Male_35_64,Female_35_64,Male_65plus,Female_65plus,LaborForce,Unemployed,NoHealthInsurance,MedianRent,STATE,COUNTY,TRACT,TRACT_FIPS
Census Tract 3902; Cook County; Illinois,2185,318,1475,172,73,109868,209,411,71,47,0,38,10,35,35,13,1244,105,33,1404,17,031,390200,17031390200
Census Tract 3903; Cook County; Illinois,2495,96,2201,45,91,35266,994,171,67,63,0,0,14,48,51,15,1145,250,0,759,17,031,390300,17031390300
Census Tract 3904; Cook County; Illinois,2563,100,2227,22,103,31833,1089,364,10,102,0,18,30,41,29,59,1127,141,0,922,17,031,390400,17031390400
Census Tract 3905; Cook County; Illinois,1693,520,804,50,174,62188,289,316,61,77,14,0,38,39,13,1,954,67,0,1309,17,031,390500,17031390500
Census Tract 3906; Cook County; Illinois,1829,754,815,80,35,94115,461,358,32,29,2,6,46,53,15,10,1150,82,24,1351,17,031,390600,17031390600
Census Tract 3907; Cook County; Illinois,5616,1507,2977,644,90,67610,1053,1077,108,83,150,130,235,182,125,243,2780,161,0,1813,17,031,390700,17031390700
Census Tract 4003; Cook County; Illinois,1291,50,1167,10,16,71288,214,134,67,21,0,0,42,0,13,10,701,106,0,1366,17,031,400300,17031400300
Census Tract 4004; Cook County; Illinois,1962,52,1769,0,37,40029,686,149,56,115,22,27,0,89,0,47,804,136,0,1204,17,031,400400,17031400400
Census Tract 4005; Cook County; Illinois,2895,44,2761,0,57,24659,1260,287,163,58,48,74,55,75,13,29,1249,197,71,1167,17,031,400500,17031400500
Census Tract 4008; Cook County; Illinois,3384,0,3283,0,74,22648,2418,85,172,150,127,191,0,196,12,0,1297,207,42,942,17,031,400800,17031400800
Census Tract 4101; Cook County; Illinois,2192,503,1098,292,89,58667,329,555,26,54,0,0,47,105,24,11,1348,18,0,1552,17,031,410100,17031410100
Census Tract 4102; Cook County; Illinois,1157,481,304,133,211,62591,252,254,37,14,8,0,85,135,0,0,790,2,5,1431,17,031,410200,17031410200
Census Tract 4105; Cook County; Illinois,3267,673,1711,459,168,73041,940,526,133,0,73,0,157,40,68,12,1807,65,10,1555,17,031,410500,17031410500
Census Tract 4106; Cook County; Illinois,2378,953,591,393,225,48071,733,361,12,16,23,164,88,85,3,40,1600,151,10,1804,17,031,410600,17031410600
Census Tract 4107; Cook County; Illinois,2623,991,729,442,215,57000,747,277,13,45,0,65,173,106,0,8,1409,67,0,1459,17,031,410700,17031410700
Census Tract 4108; Cook County; Illinois,2768,1192,514,538,224,63091,473,548,58,49,9,8,194,196,21,47,1886,72,0,1246,17,031,410800,17031410800
Census Tract 4109; Cook County; Illinois,3689,1821,865,322,495,75562,560,957,10,95,20,36,56,128,50,26,2386,233,0,1796,17,031,410900,17031410900
Census Tract 4110; Cook County; Illinois,4051,1653,1198,636,224,69014,958,600,0,175,30,42,182,25,27,42,1551,205,0,1401,17,031,411000,17031411000
Census Tract 4111; Cook County; Illinois,2304,1277,79,489,116,123611,180,224,21,44,132,126,17,76,21,23,1233,63,14,1375,17,031,411100,17031411100
Census Tract 4112; Cook County; Illinois,1662,978,126,320,111,93958,274,156,40,46,6,23,48,38,4,19,772,66,0,1688,17,031,411200,17031411200
Census Tract 4201; Cook County; Illinois,1586,27,1513,7,0,22215,627,144,0,28,0,69,7,53,39,13,751,104,0,918,17,031,420100,17031420100
Census Tract 4202; Cook County; Illinois,1968,458,1242,136,48,39688,713,283,30,59,16,38,33,63,27,27,770,139,0,1306,17,031,420200,17031420200
Census Tract 4203; Cook County; Illinois,2456,949,712,483,182,42881,484,196,9,48,372,399,192,100,18,8,1166,172,26,1331,17,031,420300,17031420300
Census Tract 4204; Cook County; Illinois,1442,256,809,114,209,38605,467,177,47,53,43,9,30,55,3,8,696,50,0,1093,17,031,420400,17031420400
Census Tract 4205; Cook County; Illinois,2019,48,1928,0,34,22432,1067,409,24,0,0,23,0,35,0,27,961,351,0,765,17,031,420500,17031420500
Census Tract 4206; Cook County; Illinois,2590,55,2314,0,0,43063,952,51,151,131,36,46,40,59,15,52,1055,197,0,1069,17,031,420600,17031420600
Census Tract 4207; Cook County; Illinois,2363,2,2221,0,60,28605,1004,134,62,84,0,0,34,68,18,34,1169,219,46,1195,17,031,420700,17031420700
Census Tract 4208; Cook County; Illinois,2275,92,2007,0,0,56357,351,263,80,68,0,0,71,39,7,90,1171,152,11,1647,17,031,420800,17031420800
Census Tract 4212; Cook County; Illinois,1865,2,1780,0,17,45972,230,101,46,0,0,0,126,40,23,21,887,101,0,974,17,031,421200,17031421200
Census Tract 4301.01; Cook County; Illinois,3825,14,3716,29,66,37917,1113,355,150,109,0,0,69,182,14,44,2095,426,0,1235,17,031,430101,17031430101
Census Tract 4301.02; Cook County; Illinois,3208,125,2926,14,41,49672,882,467,72,4,0,2,41,41,364,3,2174,252,0,985,17,031,430102,17031430102
Census Tract 4302; Cook County; Illinois,5139,321,4673,36,15,34072,1589,535,42,164,19,0,11,0,76,25,2644,414,0,933,17,031,430200,17031430200
Census Tract 4303; Cook County; Illinois,2659,35,2468,1,155,53807,548,224,71,112,0,25,100,23,0,52,1302,245,10,1287,17,031,430300,17031430300
Census Tract 4304; Cook County; Illinois,2974,100,2668,0,77,38034,757,216,108,18,51,0,25,0,10,13,1517,174,0,1270,17,031,430400,17031430400
Census Tract 4305; Cook County; Illinois,4000,15,3904,0,13,36310,1194,433,126,0,9,53,27,107,20,166,1816,335,0,974,17,031,430500,17031430500
Census Tract 4306; Cook County; Illinois,1972,14,1783,9,68,42487,471,182,23,163,11,11,0,69,20,4,943,110,0,1068,17,031,430600,17031430600
Census Tract 4307; Cook County; Illinois,2295,124,2092,0,68,37983,536,348,130,0,0,0,53,151,11,0,1490,399,21,1247,17,031,430700,17031430700
Census Tract 4308; Cook County; Illinois,1897,0,1709,0,0,47625,336,291,9,66,9,38,103,62,35,57,1032,206,38,1187,17,031,430800,17031430800
Census Tract 4309; Cook County; Illinois,1545,12,1497,0,0,31357,455,120,79,75,0,0,2,48,38,12,672,65,0,929,17,031,430900,17031430900
Census Tract 4312; Cook County; Illinois,2593,17,2527,0,12,60110,239,317,57,0,14,0,43,0,50,85,1607,185,29,-666666666,17,031,431200,17031431200
Census Tract 4313.01; Cook County; Illinois,3711,131,3460,47,73,36496,1220,258,113,149,0,187,27,204,31,126,1829,225,85,1172,17,031,431301,17031431301
Census Tract 4313.02; Cook County; Illinois,3783,123,3086,0,507,31981,2129,301,404,128,0,34,57,111,39,68,1813,406,0,995,17,031,431302,17031431302
Census Tract 4314; Cook County; Illinois,6778,472,5765,123,298,38438,2488,386,308,429,13,32,80,232,62,4,3065,226,0,984,17,031,431400,17031431400
Census Tract 4401.01; Cook County; Illinois,3987,6,3796,34,31,28326,1431,287,165,3,46,103,0,245,0,76,2253,461,0,1023,17,031,440101,17031440101
Census Tract 4401.02; Cook County; Illinois,3251,0,3220,0,31,36650,1117,572,84,73,12,0,113,138,21,10,1806,293,0,905,17,031,440102,17031440102
Census Tract 4402.01; Cook County; Illinois,5748,0,5654,21,0,38257,1858,721,47,189,66,162,119,257,0,130,2675,449,5,1068,17,031,440201,17031440201
Census Tract 4402.02; Cook County; Illinois,2414,15,2278,0,26,35079,486,388,69,77,0,0,12,0,0,37,1005,132,0,950,17,031,440202,17031440202
Census Tract 4403; Cook County; Illinois,4654,0,4277,0,276,55476,302,559,87,0,51,160,147,51,37,58,2599,594,0,1081,17,031,440300,17031440300
Census Tract 4406; Cook County; Illinois,1606,8,1534,0,47,56989,344,249,31,18,46,38,24,11,7,27,817,61,21,1208,17,031,440600,17031440600
Census Tract 4407; Cook County; Illinois,1455,0,1185,0,270,91031,242,138,19,25,0,36,38,19,12,22,680,100,0,1160,17,031,440700,17031440700
Census Tract 4408; Cook County; Illinois,1794,0,1697,23,46,23750,997,115,34,4,9,0,98,74,19,27,850,189,12,1017,17,031,440800,17031440800
Census Tract 4409; Cook County; Illinois,2602,519,2031,0,0,43359,897,421,251,32,0,12,98,30,59,43,1003,310,0,1183,17,031,440900,17031440900
Census Tract 4503; Cook County; Illinois,3217,25,3023,9,31,46207,465,252,0,159,30,51,14,71,24,10,1512,268,42,1180,17,031,450300,17031450300
Census Tract 4601; Cook County; Illinois,2405,174,1713,0,444,48207,499,247,0,0,93,0,13,84,1,83,1213,161,104,1053,17,031,460100,17031460100
Census Tract 4602; Cook County; Illinois,2146,63,836,10,1236,29246,777,92,84,14,11,0,0,17,34,41,996,92,0,878,17,031,460200,17031460200
Census Tract 4603.01; Cook County; Illinois,2976,52,1738,12,1124,41296,919,126,74,170,85,46,53,25,84,90,1435,160,126,1116,17,031,460301,17031460301
Census Tract 4603.02; Cook County; Illinois,3816,415,2881,0,283,44306,857,244,221,47,64,12,45,55,32,12,1815,379,0,895,17,031,460302,17031460302
Census Tract 4604; Cook County; Illinois,3948,30,3764,20,0,70472,922,395,111,267,22,29,16,128,33,28,1906,338,0,1106,17,031,460400,17031460400
Census Tract 4605; Cook County; Illinois,5615,458,5022,0,62,54850,1043,741,157,0,0,165,20,116,25,152,3043,254,180,931,17,031,460500,17031460500
Census Tract 4608; Cook County; Illinois,4684,36,2707,19,1919,33048,1802,275,139,231,23,111,32,73,11,23,1466,285,73,912,17,031,460800,17031460800
Census Tract 4610; Cook County; Illinois,1212,65,720,0,419,14311,495,51,34,14,0,0,36,10,35,8,246,62,0,409,17,031,461000,17031461000
Census Tract 4701; Cook County; Illinois,2148,0,1972,0,111,46614,505,165,32,106,25,0,0,0,24,16,816,152,47,692,17,031,470100,17031470100
Census Tract 4801; Cook County; Illinois,2099,0,2069,0,0,71719,388,248,67,33,9,0,0,35,12,25,934,64,8,1074,17,031,480100,17031480100
Census Tract 4802; Cook County; Illinois,1013,0,939,3,38,49667,175,272,33,39,13,0,0,0,0,44,496,53,0,1382,17,031,480200,17031480200
Census Tract 4803; Cook County; Illinois,1123,14,1018,0,79,54268,268,132,21,23,0,7,11,26,0,0,500,38,0,1271,17,031,480300,17031480300
Census Tract 4804; Cook County; Illinois,4599,0,4515,23,9,78064,264,939,0,204,27,0,0,52,84,70,2318,215,0,1327,17,031,480400,17031480400
Census Tract 4805; Cook County; Illinois,2811,40,2175,0,533,59484,747,295,21,163,0,21,0,12,57,156,796,172,0,1018,17,031,480500,17031480500
Census Tract 4902; Cook County; Illinois,3106,106,2819,29,15,65268,420,384,70,93,0,92,41,94,13,48,1604,385,0,1210,17,031,490200,17031490200
Census Tract 4905; Cook County; Illinois,1758,77,1642,19,14,78319,125,244,0,0,42,66,22,14,32,18,943,93,0,1497,17,031,490500,17031490500
Census Tract 4906; Cook County; Illinois,1326,117,1151,18,40,66927,257,199,17,66,3,0,28,41,15,0,537,103,8,2244,17,031,490600,17031490600
Census Tract 4907; Cook County; Illinois,2298,12,2080,0,70,42083,710,173,164,135,50,29,9,27,12,6,817,189,14,1219,17,031,490700,17031490700
Census Tract 4908; Cook County; Illinois,3398,0,3329,0,28,47212,174,395,9,21,70,26,94,91,26,32,1715,279,70,902,17,031,490800,17031490800
Census Tract 4909.01; Cook County; Illinois,2544,37,2446,0,25,32284,1101,231,30,77,0,20,121,14,40,37,1132,197,11,1021,17,031,490901,17031490901
Census Tract 4909.02; Cook County; Illinois,4768,0,4535,0,155,69471,1242,767,219,184,0,44,38,90,87,58,2020,118,0,1102,17,031,490902,17031490902
Census Tract 4910; Cook County; Illinois,3576,469,2856,0,226,33065,1259,288,259,14,45,0,62,82,7,10,1374,391,135,941,17,031,491000,17031491000
Census Tract 4911; Cook County; Illinois,4143,78,3855,7,83,77045,354,477,103,69,0,9,57,82,15,100,1801,177,60,1161,17,031,491100,17031491100
Census Tract 4912; Cook County; Illinois,1732,26,1616,0,53,60417,274,122,51,22,59,6,49,19,11,11,664,116,0,1457,17,031,491200,17031491200
Census Tract 4913; Cook County; Illinois,2065,7,1903,0,133,39615,623,123,61,54,26,51,0,29,7,18,1001,226,52,1424,17,031,491300,17031491300
Census Tract 4914; Cook County; Illinois,2496,14,2357,0,38,38491,562,233,0,43,0,0,0,178,2,3,1249,117,0,1134,17,031,491400,17031491400
Census Tract 5001; Cook County; Illinois,3066,61,2917,0,43,67708,503,450,25,0,19,53,26,9,25,27,1739,254,0,1154,17,031,500100,17031500100
Census Tract 5002; Cook County; Illinois,1862,0,1514,84,90,40720,460,105,66,33,0,15,12,0,4,9,794,91,0,1160,17,031,500200,17031500200
Census Tract 5003; Cook County; Illinois,1813,839,535,4,388,51336,476,333,0,153,19,24,21,7,15,20,932,112,0,967,17,031,500300,17031500300
Census Tract 5101; Cook County; Illinois,3659,340,390,0,2929,71276,679,348,39,87,87,13,108,52,62,32,1717,86,15,1210,17,031,510100,17031510100
Census Tract 5102; Cook County; Illinois,3138,232,2118,15,760,48917,640,325,45,34,0,21,0,31,118,88,1289,41,41,1422,17,031,510200,17031510200
Census Tract 5103; Cook County; Illinois,4421,44,4363,0,0,30875,1599,179,17,154,0,70,15,144,60,0,2346,489,0,1082,17,031,510300,17031510300
Census Tract 5201; Cook County; Illinois,2061,120,0,0,1920,58713,367,63,103,67,47,29,34,29,34,34,745,91,165,953,17,031,520100,17031520100
Census Tract 5202; Cook County; Illinois,3224,250,102,0,2806,46803,973,174,48,23,55,83,137,80,31,22,1622,213,13,1036,17,031,520200,17031520200
Census Tract 5203; Cook County; Illinois,6009,517,297,0,5174,54175,775,214,207,325,39,56,352,137,34,99,3182,234,28,983,17,031,520300,17031520300
Census Tract 5204; Cook County; Illinois,3739,509,85,0,3119,49494,694,220,59,0,17,17,52,22,15,73,1836,97,0,870,17,031,520400,17031520400
Census Tract 5205; Cook County; Illinois,5144,728,14,46,4323,84563,684,460,288,231,79,21,73,137,66,150,2675,175,25,1668,17,031,520500,17031520500
Census Tract 5206; Cook County; Illinois,2616,352,0,0,2264,70750,202,155,106,75,55,44,54,11,20,11,1132,61,9,1299,17,031,520600,17031520600
Census Tract 5301; Cook County; Illinois,1858,12,754,0,1006,29747,580,57,92,38,20,0,33,72,8,70,841,232,0,1097,17,031,530100,17031530100
Census Tract 5302; Cook County; Illinois,4082,122,3433,0,483,39579,847,320,89,39,16,0,181,11,41,33,1640,428,44,1453,17,031,530200,17031530200
Census Tract 5303; Cook County; Illinois,3459,40,3183,0,112,56924,501,341,30,15,0,21,60,54,41,190,1867,162,0,1572,17,031,530300,17031530300
Census Tract 5304; Cook County; Illinois,2343,54,2121,0,99,83836,453,105,50,26,32,26,36,57,12,29,1105,48,67,1663,17,031,530400,17031530400
Census Tract 5305.01; Cook County; Illinois,5024,68,4779,0,77,41000,2446,262,494,81,81,0,255,212,0,26,2733,911,60,1438,17,031,530501,17031530501
Census Tract 5305.02; Cook County; Illinois,1393,0,1335,18,40,75986,209,64,0,13,0,13,0,67,20,16,695,97,0,-666666666,17,031,530502,17031530502
Census Tract 5305.03; Cook County; Illinois,4160,0,4072,0,17,50405,533,422,170,0,90,53,74,98,23,44,1791,339,42,1591,17,031,530503,17031530503
Census Tract 5306; Cook County; Illinois,2151,0,2097,0,16,41678,422,264,65,18,56,0,0,128,62,0,1022,72,56,1021,17,031,530600,17031530600
Census Tract 5401.01; Cook County; Illinois,4019,8,3759,0,137,16176,2277,27,75,328,0,96,111,204,0,46,1368,469,20,584,17,031,540101,17031540101
Census Tract 5401.02; Cook County; Illinois,3517,14,3488,0,0,24583,1866,82,119,94,22,28,83,15,0,28,1230,286,14,582,17,031,540102,17031540102
Census Tract 5501; Cook County; Illinois,6251,1955,1145,79,3035,52174,785,357,323,0,103,51,70,109,173,46,2962,339,0,1169,17,031,550100,17031550100
Census Tract 5502; Cook County; Illinois,2720,968,30,0,1722,72232,206,215,31,20,81,0,35,14,1,19,1256,122,0,1111,17,031,550200,17031550200
Census Tract 5601; Cook County; Illinois,1250,141,233,205,665,69491,85,94,0,0,6,0,12,15,18,28,451,36,6,1167,17,031,560100,17031560100
Census Tract 5602; Cook County; Illinois,1683,38,588,60,926,73125,121,138,165,71,0,0,21,28,6,10,658,37,6,1485,17,031,560200,17031560200
Census Tract 5603; Cook County; Illinois,3399,593,164,81,2532,61979,446,246,74,107,9,9,157,99,22,39,1623,105,22,-666666666,17,031,560300,17031560300
Census Tract 5604; Cook County; Illinois,1520,206,0,114,1200,74554,238,44,53,9,0,27,16,0,24,47,560,14,30,-666666666,17,031,560400,17031560400
Census Tract 5607; Cook County; Illinois,3836,1071,1,53,2696,80573,466,373,117,214,45,0,30,64,31,0,1983,72,64,1178,17,031,560700,17031560700
Census Tract 5608; Cook County; Illinois,5871,2341,0,16,3505,105886,238,596,121,130,40,69,103,34,0,29,3017,80,40,1225,17,031,560800,17031560800
Census Tract 5609; Cook County; Illinois,5120,2637,2,33,2309,106487,408,869,317,44,84,72,111,37,83,87,2594,115,10,1045,17,031,560900,17031560900
Census Tract 5610; Cook County; Illinois,5749,2973,0,0,2776,85741,366,672,45,30,151,217,40,0,173,92,3163,180,0,1415,17,031,561000,17031561000
Census Tract 5611; Cook County; Illinois,5770,2430,118,57,3090,107857,81,613,192,116,15,80,51,79,70,125,2884,85,16,1436,17,031,561100,17031561100
Census Tract 5701; Cook County; Illinois,1358,159,0,249,945,73462,320,150,34,0,0,85,38,64,8,29,710,89,0,1262,17,031,570100,17031570100
Census Tract 5702; Cook County; Illinois,2082,321,0,160,1601,-666666666,108,182,59,9,0,43,45,54,12,24,1132,89,12,741,17,031,570200,17031570200
Census Tract 5703; Cook County; Illinois,6061,622,1,120,5261,60139,487,229,164,34,128,0,100,83,71,21,2928,201,252,1074,17,031,570300,17031570300
Census Tract 5704; Cook County; Illinois,1784,219,10,78,1477,72263,179,47,0,38,39,12,25,82,75,10,968,45,0,1034,17,031,570400,17031570400
Census Tract 5705; Cook County; Illinois,2736,385,141,63,2130,74899,161,111,96,82,16,43,111,48,7,7,1184,230,51,983,17,031,570500,17031570500
Census Tract 5801; Cook County; Illinois,2227,350,9,876,992,49323,405,292,89,32,19,0,16,26,0,60,1157,227,8,1079,17,031,580100,17031580100
Census Tract 5802; Cook County; Illinois,3130,65,0,465,2600,36010,832,113,81,190,51,82,0,194,34,25,1227,74,27,1104,17,031,580200,17031580200
Census Tract 5803; Cook County; Illinois,2399,110,31,397,1824,83029,150,30,33,102,57,84,102,57,14,0,1287,40,0,1101,17,031,580300,17031580300
Census Tract 5804; Cook County; Illinois,4730,421,152,1023,3134,56190,930,435,133,97,33,76,93,83,55,18,2601,177,19,964,17,031,580400,17031580400
Census Tract 5805.01; Cook County; Illinois,4571,455,31,314,3664,52757,430,189,130,68,31,78,268,129,55,1,2422,277,38,1026,17,031,580501,17031580501
Census Tract 5805.02; Cook County; Illinois,5113,233,18,313,4527,59803,1455,371,253,105,107,96,79,232,0,50,2441,34,44,1108,17,031,580502,17031580502
Census Tract 5806; Cook County; Illinois,5357,386,45,602,4268,67297,649,639,89,173,67,91,168,110,40,45,2586,170,58,980,17,031,580600,17031580600
Census Tract 5807; Cook County; Illinois,5741,439,629,400,4260,59399,1900,157,26,264,72,158,93,22,93,28,2629,399,139,1066,17,031,580700,17031580700
Census Tract 5808; Cook County; Illinois,1988,22,0,61,1905,67679,165,124,0,0,64,44,118,30,11,23,1206,86,0,1015,17,031,580800,17031580800
Census Tract 5905; Cook County; Illinois,1569,420,95,281,687,72383,128,345,57,21,14,0,0,16,21,0,925,31,12,1575,17,031,590500,17031590500
Census Tract 5906; Cook County; Illinois,3739,538,105,474,2596,78137,465,416,0,68,60,96,96,100,21,21,2257,125,25,1086,17,031,590600,17031590600
Census Tract 5907; Cook County; Illinois,2728,394,23,470,1774,77344,284,339,69,87,153,0,42,10,36,0,1624,122,11,1091,17,031,590700,17031590700
Census Tract 6004; Cook County; Illinois,4053,1077,247,2267,424,63497,642,813,13,27,47,38,181,49,40,129,2282,106,0,1229,17,031,600400,17031600400
Census Tract 6006; Cook County; Illinois,2701,722,0,1355,609,72210,341,372,61,43,18,31,115,146,14,88,1531,60,0,1364,17,031,600600,17031600600
Census Tract 6007; Cook County; Illinois,3091,763,48,1635,493,68237,512,483,166,45,73,0,129,16,40,19,1906,106,0,1521,17,031,600700,17031600700
Census Tract 6009; Cook County; Illinois,3812,904,239,1510,1008,62049,632,589,38,67,52,35,291,62,8,50,2449,204,0,1284,17,031,600900,17031600900
Census Tract 6103; Cook County; Illinois,5417,153,447,158,4636,49901,2120,261,61,155,93,6,20,37,27,14,2674,459,6,913,17,031,610300,17031610300
Census Tract 6104; Cook County; Illinois,2034,69,21,0,1944,35938,366,53,33,158,89,0,201,47,0,0,1073,208,80,1074,17,031,610400,17031610400
Census Tract 6108; Cook County; Illinois,1572,899,0,241,398,125250,157,233,63,56,13,25,0,67,21,15,922,64,16,1329,17,031,610800,17031610800
Census Tract 6112; Cook County; Illinois,2322,173,500,16,1633,41480,832,94,14,113,14,50,39,101,0,31,1135,126,0,993,17,031,611200,17031611200
Census Tract 6113; Cook County; Illinois,3567,179,296,0,3092,48351,743,169,116,65,160,0,127,45,160,0,1430,156,25,1120,17,031,611300,17031611300
Census Tract 6114; Cook County; Illinois,3939,46,1,0,3892,32056,1953,128,89,182,208,40,50,109,0,61,1706,335,0,1124,17,031,611400,17031611400
Census Tract 6115; Cook County; Illinois,3565,202,271,0,3092,42353,728,191,82,245,18,0,121,80,14,4,1365,140,26,972,17,031,611500,17031611500
Census Tract 6116; Cook County; Illinois,2047,0,1146,0,899,52692,585,14,223,75,0,0,49,27,35,41,817,215,7,1113,17,031,611600,17031611600
Census Tract 6117; Cook County; Illinois,1942,42,260,0,1640,-666666666,686,39,27,46,38,47,68,16,0,29,1167,56,11,892,17,031,611700,17031611700
Census Tract 6118; Cook County; Illinois,1396,0,410,25,961,50250,106,32,54,32,36,0,0,110,46,11,611,49,0,901,17,031,611800,17031611800
Census Tract 6119; Cook County; Illinois,1709,0,906,0,803,39375,492,105,25,24,95,41,71,0,3,35,749,93,7,1210,17,031,611900,17031611900
Census Tract 6120; Cook County; Illinois,1140,0,880,0,260,57396,311,245,0,0,68,0,14,98,0,0,766,101,0,932,17,031,612000,17031612000
Census Tract 6121; Cook County; Illinois,751,24,469,0,258,25000,185,60,26,0,17,0,37,0,8,20,350,69,0,934,17,031,612100,17031612100
Census Tract 6122; Cook County; Illinois,3880,0,1307,177,2396,46227,989,135,188,215,72,70,89,60,0,0,1583,193,65,1061,17,031,612200,17031612200
Census Tract 6201; Cook County; Illinois,5117,573,133,217,4194,85256,205,259,170,280,25,117,34,271,11,35,2637,275,37,1621,17,031,620100,17031620100
Census Tract 6202; Cook County; Illinois,1974,574,38,30,1332,64107,68,161,53,130,9,32,51,28,34,40,927,111,9,1024,17,031,620200,17031620200
Census Tract 6203; Cook County; Illinois,7034,873,1,132,6028,71319,856,507,166,228,132,57,201,113,39,106,3427,188,161,974,17,031,620300,17031620300
Census Tract 6204; Cook County; Illinois,4443,342,2,220,3878,62000,799,271,34,43,49,18,73,12,66,18,2300,130,12,1325,17,031,620400,17031620400
Census Tract 6303; Cook County; Illinois,5332,54,72,61,5145,64871,803,180,98,142,25,116,61,185,38,94,2346,130,64,1009,17,031,630300,17031630300
Census Tract 6304; Cook County; Illinois,6390,78,17,45,6250,58147,531,358,42,86,138,99,118,191,58,57,3211,687,60,1079,17,031,630400,17031630400
Census Tract 6305; Cook County; Illinois,5945,147,61,36,5701,53235,1215,333,200,297,138,110,252,110,79,11,2396,252,16,890,17,031,630500,17031630500
Census Tract 6306; Cook County; Illinois,2759,129,224,33,2373,48398,866,108,172,76,41,35,76,40,9,29,1289,265,55,1095,17,031,630600,17031630600
Census Tract 6308; Cook County; Illinois,6142,108,66,102,5809,72582,788,437,51,163,71,99,293,263,82,17,3350,401,130,1067,17,031,630800,17031630800
Census Tract 6309; Cook County; Illinois,4653,69,525,5,4028,49922,391,167,0,212,126,84,76,233,61,13,1756,181,54,1068,17,031,630900,17031630900
Census Tract 6401; Cook County; Illinois,1471,119,29,0,1323,67585,94,183,0,102,53,0,0,0,12,36,621,54,0,1020,17,031,640100,17031640100
Census Tract 6403; Cook County; Illinois,6770,2054,133,0,4442,86900,377,610,136,148,0,234,252,0,48,80,3221,549,0,2079,17,031,640300,17031640300
Census Tract 6404; Cook County; Illinois,3353,1625,48,0,1670,93488,286,480,112,134,5,11,16,38,14,58,1902,78,59,1300,17,031,640400,17031640400
