NAME,TotalPop,White_NonHisp,Black,Asian,Hispanic,MedianIncome,BelowPoverty,BachelorsOrHigher,Male_Under18,Female_Under18,Male_18_34,Female_18_34,Male_35_64,Female_35_64,Male_65plus,Female_65plus,LaborForce,Unemployed,NoHealthInsurance,MedianRent,STATE,COUNTY,TRACT,TRACT_FIPS
Census Tract 7608.02; Cook County; Illinois,2244,1808,63,21,352,93313,119,345,11,43,28,18,22,20,59,18,1223,27,0,1202,17,031,760802,17031760802
Census Tract 7608.03; Cook County; Illinois,6598,4002,613,362,1337,68276,355,1392,60,269,15,83,0,64,87,98,4190,222,15,1369,17,031,760803,17031760803
Census Tract 7702.01; Cook County; Illinois,6125,4017,281,875,818,90717,208,1618,71,150,96,11,42,79,141,113,3663,161,47,1596,17,031,770201,17031770201
Census Tract 7702.02; Cook County; Illinois,4428,3212,29,274,878,89615,794,691,161,32,126,0,26,55,51,43,2197,105,0,2534,17,031,770202,17031770202
Census Tract 7703; Cook County; Illinois,6855,5027,339,294,1102,80568,495,1173,185,148,168,50,54,87,22,51,3704,118,0,1609,17,031,770300,17031770300
Census Tract 7704; Cook County; Illinois,4473,2836,229,395,930,86806,309,535,111,175,43,85,22,130,83,37,2739,142,82,1379,17,031,770400,17031770400
Census Tract 7705; Cook County; Illinois,4284,357,0,0,3911,59911,896,127,157,206,95,250,4,61,32,10,1960,90,43,1152,17,031,770500,17031770500
Census Tract 7706.01; Cook County; Illinois,3557,2722,38,246,551,84314,188,500,59,39,0,68,114,100,35,65,1829,52,9,1185,17,031,770601,17031770601
Census Tract 7706.02; Cook County; Illinois,4795,1566,47,419,2629,85913,175,310,76,107,8,195,170,153,111,93,2970,166,49,1148,17,031,770602,17031770602
Census Tract 7707; Cook County; Illinois,2395,1454,55,150,694,68145,228,392,52,85,24,19,43,29,59,37,1281,66,5,1055,17,031,770700,17031770700
Census Tract 7708; Cook County; Illinois,5982,3842,0,270,1804,79750,208,956,332,186,116,53,179,16,13,122,2838,80,21,1208,17,031,770800,17031770800
Census Tract 7709.01; Cook County; Illinois,4574,3569,13,313,337,95313,248,803,78,52,30,27,44,34,125,35,2539,128,30,1407,17,031,770901,17031770901
Census Tract 7709.02; Cook County; Illinois,3863,3043,152,93,485,74318,315,644,170,113,39,13,65,30,55,33,2040,168,0,1248,17,031,770902,17031770902
Census Tract 8001; Cook County; Illinois,2449,2270,53,3,53,250001,70,630,66,36,14,41,3,18,2,26,975,27,0,-666666666,17,031,800100,17031800100
Census Tract 8002; Cook County; Illinois,6266,5813,113,152,138,250001,148,1550,181,223,55,48,58,44,16,95,2525,97,0,2063,17,031,800200,17031800200
Census Tract 8003; Cook County; Illinois,3251,2911,0,85,70,250001,65,780,187,247,11,39,29,11,79,65,1182,19,24,1381,17,031,800300,17031800300
Census Tract 8004; Cook County; Illinois,3779,3416,0,114,97,250001,45,785,207,100,11,7,25,17,31,20,1613,71,0,2125,17,031,800400,17031800400
Census Tract 8005; Cook County; Illinois,5465,4945,43,103,80,250001,131,1277,192,235,27,58,42,31,14,151,2348,32,0,1725,17,031,800500,17031800500
Census Tract 8006; Cook County; Illinois,2454,2069,0,47,100,250001,23,620,38,116,27,24,27,18,40,27,950,32,13,3501,17,031,800600,17031800600
Census Tract 8007; Cook County; Illinois,4981,3865,25,535,208,250001,113,1318,220,220,4,53,38,19,89,64,2172,51,48,3253,17,031,800700,17031800700
Census Tract 8008; Cook County; Illinois,2250,1894,12,186,89,105688,213,595,0,85,72,25,13,54,29,20,1149,36,0,2512,17,031,800800,17031800800
Census Tract 8009; Cook County; Illinois,4510,2647,22,1070,614,131548,282,1093,179,92,10,35,59,32,16,69,2064,78,93,3435,17,031,800900,17031800900
Census Tract 8010; Cook County; Illinois,4953,3881,0,881,35,172661,49,895,141,42,89,40,0,23,77,55,2301,113,23,1859,17,031,801000,17031801000
Census Tract 8011; Cook County; Illinois,4833,4361,1,169,71,241174,75,1212,171,186,20,47,36,10,64,19,2391,102,10,1913,17,031,801100,17031801100
Census Tract 8012; Cook County; Illinois,3576,3183,0,136,103,250001,0,832,41,66,40,20,19,0,57,31,1539,40,8,2250,17,031,801200,17031801200
Census Tract 8013; Cook County; Illinois,4516,3520,33,443,303,148967,419,980,92,127,48,63,0,18,36,22,2008,154,0,1135,17,031,801300,17031801300
Census Tract 8014; Cook County; Illinois,3005,2162,12,559,161,168306,118,811,178,50,0,9,19,7,36,78,1357,41,0,2268,17,031,801400,17031801400
Census Tract 8015; Cook County; Illinois,6110,4901,194,508,400,139797,272,1451,100,140,38,77,0,92,60,37,3204,104,0,1955,17,031,801500,17031801500
Census Tract 8016.01; Cook County; Illinois,4532,2842,241,1155,78,103788,257,1062,144,17,67,13,9,84,66,51,2151,80,14,2363,17,031,801601,17031801601
Census Tract 8016.03; Cook County; Illinois,3707,1955,458,1003,91,82135,427,671,49,163,6,0,86,16,13,35,1706,61,50,1411,17,031,801603,17031801603
Census Tract 8016.05; Cook County; Illinois,5680,3867,15,1016,759,181136,304,1632,134,85,100,275,59,15,31,75,3041,121,0,-666666666,17,031,801605,17031801605
Census Tract 8016.06; Cook County; Illinois,7340,5411,56,1238,80,168298,175,1734,105,350,86,10,168,23,176,205,3838,80,0,2071,17,031,801606,17031801606
Census Tract 8016.07; Cook County; Illinois,5616,2765,114,2064,352,152500,166,1428,164,163,0,59,93,15,107,253,2781,25,100,1641,17,031,801607,17031801607
Census Tract 8016.08; Cook County; Illinois,6271,4051,52,1800,126,138886,474,1451,171,25,15,0,9,10,86,58,2560,108,213,2955,17,031,801608,17031801608
Census Tract 8017.01; Cook County; Illinois,3492,2638,0,546,217,214303,58,940,167,68,38,35,32,10,57,75,1696,28,19,1980,17,031,801701,17031801701
Census Tract 8017.02; Cook County; Illinois,4841,3715,150,509,302,173750,108,1237,151,116,32,78,19,33,40,16,2405,74,9,3014,17,031,801702,17031801702
Census Tract 8018; Cook County; Illinois,6339,4956,318,770,155,191625,429,1791,140,213,88,37,96,108,113,125,3096,51,0,2349,17,031,801800,17031801800
Census Tract 8019.01; Cook County; Illinois,4594,2994,61,440,1002,91938,567,991,17,73,100,98,38,43,9,81,2296,207,0,2184,17,031,801901,17031801901
Census Tract 8019.02; Cook County; Illinois,3645,2988,0,203,362,199609,17,979,62,357,10,23,21,36,0,54,1862,51,0,3501,17,031,801902,17031801902
Census Tract 8020.02; Cook County; Illinois,4881,3724,46,522,402,131217,121,1087,145,94,62,43,25,56,112,125,2527,91,10,1491,17,031,802002,17031802002
Census Tract 8020.03; Cook County; Illinois,2387,1502,104,416,319,153125,139,555,64,105,15,31,16,12,22,55,1179,56,0,2064,17,031,802003,17031802003
Census Tract 8020.04; Cook County; Illinois,6053,2553,103,2466,717,43708,1714,1240,135,134,0,75,31,88,84,95,3097,250,34,1370,17,031,802004,17031802004
Census Tract 8021; Cook County; Illinois,3710,2917,46,357,156,169625,418,908,151,51,11,40,58,6,45,65,1742,46,0,1205,17,031,802100,17031802100
Census Tract 8022; Cook County; Illinois,4852,4024,12,176,390,182827,98,1205,192,139,32,22,0,184,54,81,2508,104,0,2158,17,031,802200,17031802200
Census Tract 8023; Cook County; Illinois,5726,3768,33,1031,504,125694,373,1649,120,224,99,22,8,74,56,73,2366,65,20,2168,17,031,802300,17031802300
Census Tract 8024.02; Cook County; Illinois,5816,3015,127,974,1664,79375,388,1404,149,127,42,16,47,57,66,36,2956,90,131,1469,17,031,802402,17031802402
Census Tract 8024.03; Cook County; Illinois,1428,1190,0,157,38,85278,71,464,51,32,1,0,9,8,5,37,835,67,0,1854,17,031,802403,17031802403
Census Tract 8024.04; Cook County; Illinois,7564,3519,164,770,2758,77988,903,1371,184,125,72,75,259,100,71,91,4417,120,68,1752,17,031,802404,17031802404
Census Tract 8025.03; Cook County; Illinois,7355,4559,120,1053,1552,103482,990,1781,255,260,21,54,221,39,45,44,4323,195,0,1744,17,031,802503,17031802503
Census Tract 8025.04; Cook County; Illinois,6895,2497,19,1292,2665,89188,645,1055,108,105,100,105,74,7,49,69,3400,247,259,2175,17,031,802504,17031802504
Census Tract 8025.05; Cook County; Illinois,6347,2373,24,1018,2893,79389,540,1021,161,269,173,19,139,165,40,74,4293,103,39,1360,17,031,802505,17031802505
Census Tract 8025.06; Cook County; Illinois,2456,977,74,200,1151,83971,262,341,57,28,23,61,68,26,18,14,1538,152,46,1482,17,031,802506,17031802506
Census Tract 8026.05; Cook County; Illinois,6793,4893,323,1113,338,115179,219,2012,170,111,0,23,40,60,61,162,3857,175,83,1837,17,031,802605,17031802605
Census Tract 8026.07; Cook County; Illinois,1205,1030,0,36,118,132313,35,219,29,87,0,0,8,19,17,16,618,45,8,-666666666,17,031,802607,17031802607
Census Tract 8026.08; Cook County; Illinois,5847,5011,189,219,352,94583,400,1536,148,81,147,69,76,0,77,81,3162,91,88,1491,17,031,802608,17031802608
Census Tract 8026.09; Cook County; Illinois,6769,2511,38,747,3333,69446,495,960,202,151,60,38,30,145,188,13,4528,139,0,1423,17,031,802609,17031802609
Census Tract 8026.10; Cook County; Illinois,2021,1338,27,521,96,136786,43,489,47,37,10,10,35,18,42,40,1105,5,0,1783,17,031,802610,17031802610
Census Tract 8027.01; Cook County; Illinois,6331,3360,173,1181,1255,136510,200,1341,122,124,47,96,157,31,129,243,3470,181,21,1303,17,031,802701,17031802701
Census Tract 8027.02; Cook County; Illinois,4600,2559,81,1467,374,104926,470,1182,111,84,84,22,79,21,90,42,2125,57,11,409,17,031,802702,17031802702
Census Tract 8028.01; Cook County; Illinois,4690,3436,107,354,644,136563,76,1128,156,308,23,15,85,57,38,39,2581,124,0,1221,17,031,802801,17031802801
Census Tract 8028.02; Cook County; Illinois,6455,4979,22,665,581,114955,121,1698,174,138,24,127,83,28,99,100,3512,101,16,2274,17,031,802802,17031802802
Census Tract 8029; Cook County; Illinois,5971,5036,16,176,485,173654,192,1374,78,166,42,42,39,59,116,131,2878,55,22,2851,17,031,802900,17031802900
Census Tract 8030.05; Cook County; Illinois,2825,2159,0,88,495,112455,77,769,99,76,20,20,40,41,30,57,1730,69,0,1420,17,031,803005,17031803005
Census Tract 8030.07; Cook County; Illinois,4939,4096,69,330,346,105833,721,1073,203,191,20,51,78,114,62,28,2660,53,49,1893,17,031,803007,17031803007
Census Tract 8030.08; Cook County; Illinois,4725,3070,108,939,487,148947,140,1220,166,89,24,32,51,13,66,42,2401,116,55,1555,17,031,803008,17031803008
Census Tract 8030.10; Cook County; Illinois,4439,2805,173,561,754,120417,91,1066,74,203,95,53,85,28,48,127,2645,82,160,1364,17,031,803010,17031803010
Census Tract 8030.12; Cook County; Illinois,2198,1309,75,287,465,79653,211,559,47,57,8,5,43,59,14,9,1425,53,16,1639,17,031,803012,17031803012
Census Tract 8030.13; Cook County; Illinois,5556,4379,141,293,472,106226,186,1010,96,238,24,16,116,18,55,38,3164,42,0,1621,17,031,803013,17031803013
Census Tract 8030.14; Cook County; Illinois,3467,2187,13,246,897,81019,165,580,89,283,84,41,95,83,56,24,2234,53,70,1302,17,031,803014,17031803014
Census Tract 8030.15; Cook County; Illinois,4376,3342,12,260,566,103138,325,906,29,107,63,0,56,53,112,80,2417,73,6,1302,17,031,803015,17031803015
Census Tract 8030.16; Cook County; Illinois,2480,1152,139,885,187,140875,119,507,103,52,7,6,20,55,3,0,1367,21,4,1772,17,031,803016,17031803016
Census Tract 8030.17; Cook County; Illinois,6083,3926,40,999,1033,103529,481,1416,144,140,65,64,56,72,78,86,3397,39,85,1770,17,031,803017,17031803017
Census Tract 8031; Cook County; Illinois,3551,2902,21,178,336,150208,85,893,121,210,58,59,19,43,52,77,1842,138,38,2179,17,031,803100,17031803100
Census Tract 8032; Cook County; Illinois,5085,4254,2,231,402,98618,347,1096,57,59,44,68,21,23,93,50,2211,71,49,2241,17,031,803200,17031803200
Census Tract 8033; Cook County; Illinois,5417,4077,279,462,495,102095,483,1389,124,72,88,74,136,68,145,122,3260,184,17,1494,17,031,803300,17031803300
Census Tract 8034; Cook County; Illinois,7189,5539,475,144,693,150530,360,1696,605,319,18,17,82,29,96,154,3293,49,32,2387,17,031,803400,17031803400
Census Tract 8035; Cook County; Illinois,5267,4593,19,194,285,142417,172,1522,120,160,113,12,0,21,15,42,2787,101,0,2600,17,031,803500,17031803500
Census Tract 8036.03; Cook County; Illinois,6291,4555,55,1248,219,179401,94,1721,164,186,4,58,20,85,105,109,3201,84,132,1438,17,031,803603,17031803603
Census Tract 8036.04; Cook County; Illinois,4407,2879,121,537,695,93692,635,955,126,187,39,42,59,78,70,157,2315,130,39,1427,17,031,803604,17031803604
Census Tract 8036.05; Cook County; Illinois,6243,3833,641,784,820,103409,247,1396,147,209,56,35,112,139,74,74,3561,160,71,1270,17,031,803605,17031803605
Census Tract 8036.07; Cook County; Illinois,4236,3643,43,130,267,120750,199,984,117,120,124,14,9,80,70,136,2397,63,111,2282,17,031,803607,17031803607
Census Tract 8036.08; Cook County; Illinois,8323,5847,535,492,1287,126574,1157,2275,81,280,290,13,154,61,91,55,4682,271,220,1813,17,031,803608,17031803608
Census Tract 8036.11; Cook County; Illinois,6342,1831,510,974,2757,71510,1165,781,251,245,314,42,135,271,43,61,3778,61,311,1396,17,031,803611,17031803611
Census Tract 8036.12; Cook County; Illinois,3628,1088,337,289,1708,67500,716,485,217,140,65,34,84,154,9,19,2199,108,25,1406,17,031,803612,17031803612
Census Tract 8036.13; Cook County; Illinois,3432,423,98,90,2814,66745,286,264,242,66,61,55,127,13,6,28,1712,110,53,1197,17,031,803613,17031803613
Census Tract 8036.14; Cook County; Illinois,4063,1174,348,275,2213,61120,762,615,85,174,75,15,170,145,15,24,2488,76,155,1279,17,031,803614,17031803614
Census Tract 8036.15; Cook County; Illinois,2292,1241,116,530,235,105625,65,675,109,47,0,45,57,0,0,0,1454,51,20,1483,17,031,803615,17031803615
Census Tract 8036.16; Cook County; Illinois,5066,2966,639,536,827,94786,769,893,90,119,0,90,23,162,22,80,3401,102,0,1629,17,031,803616,17031803616
Census Tract 8037.01; Cook County; Illinois,2678,1917,4,333,317,82375,260,828,31,74,7,25,32,30,26,60,1718,61,0,1463,17,031,803701,17031803701
Census Tract 8037.02; Cook County; Illinois,6131,4503,292,798,440,112750,472,1514,148,244,31,0,90,8,94,129,3147,120,46,1400,17,031,803702,17031803702
Census Tract 8038; Cook County; Illinois,3997,3193,32,252,403,131024,75,1107,100,45,45,18,42,111,93,43,2490,54,10,2148,17,031,803800,17031803800
Census Tract 8039.01; Cook County; Illinois,3629,2681,77,430,360,80744,405,958,70,102,0,0,25,14,45,28,2042,91,48,1781,17,031,803901,17031803901
Census Tract 8039.02; Cook County; Illinois,3503,2448,12,67,901,107533,99,526,68,178,97,40,37,21,23,63,1990,188,0,2063,17,031,803902,17031803902
Census Tract 8040; Cook County; Illinois,4737,3151,1,141,1339,90526,349,715,122,141,26,81,72,65,69,142,2735,199,138,1733,17,031,804000,17031804000
Census Tract 8041.02; Cook County; Illinois,6763,5049,122,1268,141,175204,279,1910,258,213,65,44,138,110,146,69,3272,102,25,2247,17,031,804102,17031804102
Census Tract 8041.04; Cook County; Illinois,5189,3396,56,1483,119,147849,147,1366,152,40,22,65,37,43,159,176,2932,58,14,3102,17,031,804104,17031804104
Census Tract 8041.05; Cook County; Illinois,4372,3170,129,553,361,149381,57,965,142,122,13,17,67,11,39,81,2516,84,0,-666666666,17,031,804105,17031804105
Census Tract 8041.06; Cook County; Illinois,7309,4544,14,2253,324,147500,272,1630,137,192,26,60,124,179,121,180,4315,374,0,1708,17,031,804106,17031804106
Census Tract 8041.08; Cook County; Illinois,4502,1748,540,1714,337,91386,294,1148,307,109,19,0,15,105,72,48,2823,358,48,1704,17,031,804108,17031804108
Census Tract 8041.09; Cook County; Illinois,3234,2531,58,207,181,160298,72,985,298,86,0,12,41,0,41,68,1516,19,0,1165,17,031,804109,17031804109
Census Tract 8042.02; Cook County; Illinois,7724,4482,0,2776,163,179270,280,1939,111,37,19,33,121,0,54,99,3620,163,91,-666666666,17,031,804202,17031804202
Census Tract 8042.03; Cook County; Illinois,3331,1795,64,1303,8,235417,66,709,68,123,14,0,22,54,7,37,1538,28,38,-666666666,17,031,804203,17031804203
Census Tract 8042.04; Cook County; Illinois,5202,3777,82,778,270,149545,432,1283,100,74,51,84,18,71,51,24,2014,65,0,2421,17,031,804204,17031804204
Census Tract 8043.05; Cook County; Illinois,7804,3280,104,604,3727,90813,1076,918,171,177,125,120,36,92,43,10,4760,173,0,1911,17,031,804305,17031804305
Census Tract 8043.06; Cook County; Illinois,6128,2212,20,325,3447,103068,306,494,64,137,167,72,213,99,24,60,3369,28,23,2129,17,031,804306,17031804306
Census Tract 8043.08; Cook County; Illinois,4846,2584,356,566,1179,91127,595,621,165,125,51,69,9,132,49,0,2567,75,0,1732,17,031,804308,17031804308
Census Tract 8043.09; Cook County; Illinois,3205,1025,130,387,1655,89918,212,379,36,120,12,32,162,89,24,45,1718,32,36,1734,17,031,804309,17031804309
Census Tract 8043.12; Cook County; Illinois,1736,739,0,869,118,173750,51,423,42,60,0,27,45,13,18,10,1046,42,40,-666666666,17,031,804312,17031804312
Census Tract 8043.13; Cook County; Illinois,6466,2375,545,721,1772,128143,547,925,612,295,0,79,153,47,63,86,3679,276,54,2337,17,031,804313,17031804313
Census Tract 8043.14; Cook County; Illinois,1384,729,6,324,300,107031,117,383,8,10,0,0,13,0,0,23,822,41,0,1942,17,031,804314,17031804314
Census Tract 8043.15; Cook County; Illinois,2560,1401,0,346,477,94219,120,502,124,76,31,19,44,12,22,19,1497,91,35,2053,17,031,804315,17031804315
Census Tract 8043.16; Cook County; Illinois,4581,2173,20,1154,1196,118048,303,977,113,57,73,10,103,59,108,95,2427,83,0,2154,17,031,804316,17031804316
Census Tract 8044.03; Cook County; Illinois,7108,2291,561,694,3354,81100,461,936,155,147,46,99,95,110,50,12,3761,272,187,1245,17,031,804403,17031804403
Census Tract 8044.04; Cook County; Illinois,5597,1493,448,239,3383,83862,235,520,99,383,62,0,125,122,48,58,2979,121,0,1796,17,031,804404,17031804404
Census Tract 8044.05; Cook County; Illinois,3562,351,476,241,2494,75372,449,330,164,122,68,53,36,209,20,6,1726,135,25,1118,17,031,804405,17031804405
Census Tract 8044.06; Cook County; Illinois,5668,1345,249,652,2909,73024,1035,409,110,124,49,53,48,164,10,81,3139,171,0,1846,17,031,804406,17031804406
Census Tract 8045.05; Cook County; Illinois,3487,2356,82,415,449,90985,140,631,90,94,29,17,67,91,0,66,2325,38,2,1495,17,031,804505,17031804505
Census Tract 8045.06; Cook County; Illinois,5294,2816,142,883,1190,124613,460,1188,154,44,24,133,63,90,70,49,2742,107,94,2607,17,031,804506,17031804506
Census Tract 8045.08; Cook County; Illinois,2392,473,256,312,1311,56319,554,327,90,30,14,32,9,54,11,41,1337,145,142,1409,17,031,804508,17031804508
Census Tract 8045.09; Cook County; Illinois,6445,1393,363,743,3890,94740,712,573,46,205,52,145,338,27,54,39,3174,54,204,1525,17,031,804509,17031804509
Census Tract 8045.10; Cook County; Illinois,4917,681,254,630,3247,76222,569,419,98,200,104,35,55,145,6,43,2539,137,93,1210,17,031,804510,17031804510
Census Tract 8045.11; Cook County; Illinois,2206,320,39,301,1543,82667,372,269,83,117,17,21,54,56,9,29,1109,19,45,1346,17,031,804511,17031804511
Census Tract 8045.12; Cook County; Illinois,3408,1798,291,782,484,154811,124,815,86,182,63,37,57,25,23,27,2206,31,42,1212,17,031,804512,17031804512
Census Tract 8045.13; Cook County; Illinois,3803,2282,252,903,327,131772,79,856,121,159,6,22,68,60,35,9,2247,134,6,1864,17,031,804513,17031804513
Census Tract 8045.14; Cook County; Illinois,5537,2346,78,1852,1105,116250,240,1172,122,367,26,48,11,128,131,158,2757,51,254,-666666666,17,031,804514,17031804514
Census Tract 8046.03; Cook County; Illinois,6433,2229,813,1681,1450,94792,400,1591,246,341,26,0,48,46,75,73,3549,89,118,1672,17,031,804603,17031804603
Census Tract 8046.06; Cook County; Illinois,6618,4397,40,1312,749,127202,299,1574,73,88,52,85,58,55,159,118,3508,195,28,2053,17,031,804606,17031804606
Census Tract 8046.07; Cook County; Illinois,7236,5041,82,1280,692,137633,165,1321,386,132,122,39,71,90,36,55,3528,59,11,1492,17,031,804607,17031804607
Census Tract 8046.08; Cook County; Illinois,3890,1646,100,1380,536,123889,159,782,45,161,43,26,41,22,15,66,2281,25,0,2226,17,031,804608,17031804608
Census Tract 8046.09; Cook County; Illinois,5711,2316,78,2617,228,107809,272,1265,21,187,43,12,39,26,62,35,3220,202,0,2075,17,031,804609,17031804609
Census Tract 8046.10; Cook County; Illinois,2681,1843,13,539,248,72346,231,611,99,42,39,5,17,49,47,27,1406,30,6,1735,17,031,804610,17031804610
Census Tract 8046.11; Cook County; Illinois,4405,3050,190,810,306,77320,344,1146,104,56,32,22,70,28,51,18,2359,55,30,1713,17,031,804611,17031804611
Census Tract 8047.01; Cook County; Illinois,5817,2364,624,1342,1290,74976,484,1215,53,370,88,24,43,86,76,0,3056,108,111,1820,17,031,804701,17031804701
Census Tract 8047.05; Cook County; Illinois,4426,2051,280,975,854,78160,68,706,117,142,12,24,63,74,62,112,2499,81,72,1738,17,031,804705,17031804705
Census Tract 8047.06; Cook County; Illinois,2284,1236,61,354,464,121838,90,484,113,70,5,25,24,30,38,32,1130,78,0,2273,17,031,804706,17031804706
Census Tract 8047.09; Cook County; Illinois,7925,3606,202,1737,1901,99214,277,1739,86,306,394,76,196,77,49,54,4308,96,72,1460,17,031,804709,17031804709
Census Tract 8047.10; Cook County; Illinois,3619,2322,86,642,444,97917,103,777,68,79,14,8,4,59,52,41,2146,33,5,1848,17,031,804710,17031804710
Census Tract 8047.11; Cook County; Illinois,8085,3467,911,1873,1118,91681,500,1367,266,390,22,111,76,87,42,45,4045,176,104,1781,17,031,804711,17031804711
Census Tract 8047.12; Cook County; Illinois,5421,2867,759,1117,586,97446,310,953,67,92,49,22,69,54,116,152,2718,163,27,2039,17,031,804712,17031804712
Census Tract 8047.13; Cook County; Illinois,4701,2502,185,1423,566,89857,234,1018,178,58,0,16,275,342,0,41,3034,115,30,1700,17,031,804713,17031804713
Census Tract 8047.14; Cook County; Illinois,3400,1864,130,660,703,110950,122,878,81,85,19,118,63,23,74,52,2159,63,0,1700,17,031,804714,17031804714
Census Tract 8047.15; Cook County; Illinois,4163,567,57,1698,1841,71353,784,696,154,108,41,29,99,114,14,0,2062,73,79,1528,17,031,804715,17031804715
Census Tract 8047.16; Cook County; Illinois,4660,1830,103,1909,708,109856,320,1143,190,52,11,24,80,134,23,10,2547,99,43,1492,17,031,804716,17031804716
Census Tract 8048.03; Cook County; Illinois,5367,3059,241,1025,1024,92693,719,888,306,112,46,36,57,58,15,61,2737,165,82,1740,17,031,804803,17031804803
Census Tract 8048.04; Cook County; Illinois,5995,3277,280,1012,1319,80980,622,1156,169,229,42,40,245,112,103,62,3302,57,37,1737,17,031,804804,17031804804
Census Tract 8048.05; Cook County; Illinois,6970,4350,13,1022,1052,112522,406,1235,123,189,50,24,272,65,107,135,3701,135,61,2012,17,031,804805,17031804805
Census Tract 8048.06; Cook County; Illinois,3136,1340,521,439,797,92316,379,368,116,166,8,12,68,86,14,81,1624,71,44,1968,17,031,804806,17031804806
Census Tract 8048.07; Cook County; Illinois,5528,3296,0,487,1564,104453,332,811,193,118,80,6,48,33,69,50,2807,74,5,1675,17,031,804807,17031804807
Census Tract 8048.08; Cook County; Illinois,2762,1719,88,284,553,142667,175,579,135,27,43,16,40,59,35,34,1492,64,20,2211,17,031,804808,17031804808
Census Tract 8048.09; Cook County; Illinois,4580,3415,94,609,331,113304,237,1136,105,294,70,37,92,72,133,65,2359,67,0,2346,17,031,804809,17031804809
Census Tract 8048.10; Cook County; Illinois,6302,4431,326,752,656,84075,315,1135,201,207,18,37,97,89,39,75,3399,94,18,1223,17,031,804810,17031804810
Census Tract 8049.01; Cook County; Illinois,6382,5550,77,433,109,120685,315,1533,140,348,52,78,58,28,110,46,3323,99,26,1732,17,031,804901,17031804901
Census Tract 8049.02; Cook County; Illinois,6277,4050,58,843,862,127830,52,1598,86,197,6,55,0,17,170,61,3059,129,21,1669,17,031,804902,17031804902
Census Tract 8050.01; Cook County; Illinois,4833,4044,62,160,395,138705,69,1053,160,68,26,31,153,0,42,27,2509,42,0,1972,17,031,805001,17031805001
Census Tract 8050.02; Cook County; Illinois,7527,3528,299,1380,1905,73736,601,1271,140,153,196,22,59,58,78,83,4098,315,18,1342,17,031,805002,17031805002
Census Tract 8051.05; Cook County; Illinois,7236,2481,355,716,3472,82800,541,1180,352,185,37,114,156,269,113,54,4000,41,43,1626,17,031,805105,17031805105
Census Tract 8051.06; Cook County; Illinois,2928,2282,5,162,343,82717,116,694,41,82,10,0,5,43,160,58,1492,55,0,1622,17,031,805106,17031805106
Census Tract 8051.07; Cook County; Illinois,6080,2325,434,1509,1542,84728,1039,1714,123,200,0,21,31,109,26,33,4264,159,20,1536,17,031,805107,17031805107
Census Tract 8051.08; Cook County; Illinois,6376,2819,246,1280,1996,76573,646,1393,264,0,17,94,45,81,74,39,3883,263,0,1584,17,031,805108,17031805108
Census Tract 8051.09; Cook County; Illinois,4468,2937,48,221,1106,101754,193,873,211,222,17,147,27,24,38,59,2043,30,0,717,17,031,805109,17031805109
Census Tract 8051.10; Cook County; Illinois,4265,3450,162,54,526,104129,265,839,145,95,89,22,35,0,111,58,2193,95,46,2152,17,031,805110,17031805110
Census Tract 8051.11; Cook County; Illinois,7638,3126,623,1338,2424,57265,633,1395,284,260,0,44,208,140,158,33,4441,148,358,1328,17,031,805111,17031805111
Census Tract 8051.12; Cook County; Illinois,3366,1883,146,580,664,85216,198,518,97,31,42,10,122,56,42,65,1725,55,8,1503,17,031,805112,17031805112
Census Tract 8052.01; Cook County; Illinois,3831,2406,46,1036,250,112656,602,835,105,89,6,35,61,52,51,69,1804,44,0,1757,17,031,805201,17031805201
Census Tract 8052.02; Cook County; Illinois,3996,2435,94,1090,214,100288,138,911,85,149,40,57,34,18,46,84,2247,102,23,1760,17,031,805202,17031805202
Census Tract 8053.01; Cook County; Illinois,3146,1692,0,1117,189,129063,98,736,128,123,16,52,15,14,19,56,1537,115,42,1270,17,031,805301,17031805301
Census Tract 8053.02; Cook County; Illinois,3890,2451,32,1101,256,109122,81,884,238,122,13,8,11,40,99,93,2060,72,0,1500,17,031,805302,17031805302
Census Tract 8054.01; Cook County; Illinois,4407,2853,76,520,892,131019,109,1376,79,224,36,14,59,65,96,110,2501,130,42,1273,17,031,805401,17031805401
Census Tract 8054.02; Cook County; Illinois,4841,2998,1,1224,480,96058,60,1067,169,70,92,16,147,102,103,26,2534,294,7,1210,17,031,805402,17031805402
Census Tract 8055.01; Cook County; Illinois,3613,2992,115,58,247,114053,206,807,70,84,0,0,78,21,49,33,1935,84,18,1429,17,031,805501,17031805501
Census Tract 8055.02; Cook County; Illinois,4281,4009,3,54,132,155678,155,1294,72,157,29,36,98,18,25,81,2161,85,0,1701,17,031,805502,17031805502
Census Tract 8056; Cook County; Illinois,4701,4146,0,253,252,175875,45,1396,235,157,0,42,70,60,30,24,2322,61,0,3122,17,031,805600,17031805600
Census Tract 8057.01; Cook County; Illinois,5258,4346,97,219,458,176577,149,1493,161,238,88,57,0,0,48,54,2595,56,20,1821,17,031,805701,17031805701
Census Tract 8057.02; Cook County; Illinois,2211,1726,0,218,112,160536,54,684,59,65,48,16,15,29,23,29,1178,10,38,1891,17,031,805702,17031805702
Census Tract 8058.01; Cook County; Illinois,2354,1952,0,146,93,111690,111,522,48,28,32,77,12,32,10,15,1196,82,8,2727,17,031,805801,17031805801
